,county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,california_flag,booster_recip_count,cumulative_booster_recip_count,booster_eligible_population
66,All CA Counties,2020-01-05,1,1,1,1,0,0,0,0,1,1,0,0,1,1,,0,0,28671193
67,All CA Counties,2020-07-27,5,6,2,3,3,3,0,0,5,6,0,0,5,6,,0,0,28671193
68,All CA Counties,2020-07-28,6,12,1,4,5,8,0,0,6,12,0,0,6,12,,0,0,28671193
69,All CA Counties,2020-07-29,9,21,0,4,9,17,0,0,9,21,0,0,9,21,,0,0,28671193
70,All CA Counties,2020-07-30,13,34,5,9,8,25,0,0,13,34,0,0,13,34,,0,0,28671193
71,All CA Counties,2020-07-31,6,40,2,11,4,29,0,0,6,40,0,0,6,40,,0,0,28671193
72,All CA Counties,2020-08-01,15,55,6,17,9,38,0,0,15,55,0,0,15,55,,0,0,28671193
73,All CA Counties,2020-08-02,5,60,3,20,2,40,0,0,5,60,0,0,5,60,,0,0,28671193
74,All CA Counties,2020-08-03,16,76,1,21,15,55,0,0,16,76,0,0,16,76,,0,0,28671193
75,All CA Counties,2020-08-04,20,96,6,27,14,69,0,0,20,96,0,0,20,96,,0,0,28671193
76,All CA Counties,2020-08-05,19,115,6,33,13,82,0,0,19,115,0,0,19,115,,0,0,28671193
77,All CA Counties,2020-08-06,19,134,6,39,13,95,0,0,19,134,0,0,19,134,,0,0,28671193
78,All CA Counties,2020-08-07,15,149,5,44,10,105,0,0,15,149,0,0,15,149,,0,0,28671193
79,All CA Counties,2020-08-08,6,155,4,48,2,107,0,0,6,155,0,0,6,155,,0,0,28671193
80,All CA Counties,2020-08-09,4,159,1,49,3,110,0,0,4,159,0,0,4,159,,0,0,28671193
81,All CA Counties,2020-08-10,35,194,17,66,18,128,0,0,34,193,0,0,34,193,,0,0,28671193
82,All CA Counties,2020-08-11,31,225,13,79,18,146,0,0,31,224,0,0,31,224,,0,0,28671193
83,All CA Counties,2020-08-12,33,258,23,102,10,156,0,0,33,257,0,0,33,257,,0,0,28671193
84,All CA Counties,2020-08-13,37,295,18,120,19,175,0,0,37,294,0,0,37,294,,0,0,28671193
85,All CA Counties,2020-08-14,26,321,9,129,17,192,0,0,26,320,0,0,26,320,,0,0,28671193
86,All CA Counties,2020-08-15,3,324,2,131,1,193,0,0,3,323,0,0,3,323,,0,0,28671193
87,All CA Counties,2020-08-16,4,328,4,135,0,193,0,0,4,327,0,0,4,327,,0,0,28671193
88,All CA Counties,2020-08-17,36,364,19,154,17,210,0,0,36,363,0,0,36,363,,0,0,28671193
89,All CA Counties,2020-08-18,24,388,12,166,12,222,0,0,24,387,0,0,24,387,,0,0,28671193
90,All CA Counties,2020-08-19,40,428,26,192,14,236,0,0,39,425,1,1,39,426,,0,0,28671193
91,All CA Counties,2020-08-20,47,475,31,223,16,252,0,0,47,472,0,1,47,473,,0,0,28671193
92,All CA Counties,2020-08-21,49,524,25,248,24,276,0,0,47,518,1,2,47,520,,0,0,28671193
93,All CA Counties,2020-08-22,16,540,11,259,5,281,0,0,16,534,0,2,16,536,,0,0,28671193
94,All CA Counties,2020-08-23,10,550,8,267,2,283,0,0,8,540,2,4,8,544,,0,0,28671193
95,All CA Counties,2020-08-24,50,600,32,299,18,301,0,0,47,584,3,7,47,591,,0,0,28671193
96,All CA Counties,2020-08-25,51,651,36,335,15,316,0,0,47,627,4,11,47,638,,0,0,28671193
97,All CA Counties,2020-08-26,72,723,45,380,27,343,0,0,62,679,10,21,62,700,,0,0,28671193
98,All CA Counties,2020-08-27,68,791,49,429,19,362,0,0,58,727,10,31,58,758,,0,0,28671193
99,All CA Counties,2020-08-28,70,861,44,473,26,388,0,0,57,771,13,44,57,815,,0,0,28671193
100,All CA Counties,2020-08-29,15,876,8,481,7,395,0,0,14,784,1,45,14,829,,0,0,28671193
101,All CA Counties,2020-08-30,6,882,5,486,1,396,0,0,5,788,1,46,5,834,,0,0,28671193
102,All CA Counties,2020-08-31,101,983,69,555,32,428,0,0,77,842,23,69,77,911,,0,0,28671193
103,All CA Counties,2020-09-01,124,1107,87,642,37,465,0,0,91,901,32,101,91,1002,,0,0,28671193
104,All CA Counties,2020-09-02,77,1184,60,702,17,482,0,0,55,934,22,123,55,1057,,0,0,28671193
105,All CA Counties,2020-09-03,74,1258,50,752,24,506,0,0,64,988,10,133,64,1121,,0,0,28671193
106,All CA Counties,2020-09-04,81,1339,61,813,20,526,0,0,55,1017,26,159,55,1176,,0,0,28671193
107,All CA Counties,2020-09-05,15,1354,2,815,13,539,0,0,15,1032,0,159,15,1191,,0,0,28671193
108,All CA Counties,2020-09-06,2,1356,2,817,0,539,0,0,2,1034,0,159,2,1193,,0,0,28671193
109,All CA Counties,2020-09-07,7,1363,3,820,4,543,0,0,5,1037,2,161,5,1198,,0,0,28671193
110,All CA Counties,2020-09-08,112,1475,64,884,48,591,0,0,58,1042,53,214,58,1256,,0,0,28671193
111,All CA Counties,2020-09-09,103,1578,78,962,25,616,0,0,53,1045,50,264,53,1309,,0,0,28671193
112,All CA Counties,2020-09-10,84,1662,56,1018,28,644,0,0,46,1053,38,302,46,1355,,0,0,28671193
113,All CA Counties,2020-09-11,82,1744,60,1078,22,666,0,0,50,1071,32,334,50,1405,,0,0,28671193
114,All CA Counties,2020-09-12,29,1773,17,1095,12,678,0,0,18,1078,11,345,18,1423,,0,0,28671193
115,All CA Counties,2020-09-13,11,1784,11,1106,0,678,0,0,4,1075,7,352,4,1427,,0,0,28671193
116,All CA Counties,2020-09-14,87,1871,57,1163,30,708,0,0,21,1031,65,417,21,1448,,0,0,28671193
117,All CA Counties,2020-09-15,83,1954,58,1221,25,733,0,0,28,1004,55,472,28,1476,,0,0,28671193
118,All CA Counties,2020-09-16,73,2027,54,1275,19,752,0,0,31,993,42,514,31,1507,,0,0,28671193
119,All CA Counties,2020-09-17,71,2098,41,1316,30,782,0,0,30,983,40,554,30,1537,,0,0,28671193
120,All CA Counties,2020-09-18,78,2176,56,1372,22,804,0,0,30,966,47,601,30,1567,,0,0,28671193
121,All CA Counties,2020-09-19,20,2196,17,1389,3,807,0,0,11,968,9,610,11,1578,,0,0,28671193
122,All CA Counties,2020-09-20,9,2205,8,1397,1,808,0,0,6,971,3,613,6,1584,,0,0,28671193
123,All CA Counties,2020-09-21,104,2309,80,1477,24,832,0,0,29,925,75,688,29,1613,,0,0,28671193
124,All CA Counties,2020-09-22,93,2402,67,1544,26,858,0,0,32,896,61,749,32,1645,,0,0,28671193
125,All CA Counties,2020-09-23,105,2507,82,1626,21,879,2,2,33,859,72,821,35,1680,,0,0,28671193
126,All CA Counties,2020-09-24,67,2574,58,1684,9,888,0,2,17,828,48,869,17,1697,,0,0,28671193
127,All CA Counties,2020-09-25,77,2651,52,1736,25,913,0,2,20,791,57,926,20,1717,,0,0,28671193
128,All CA Counties,2020-09-26,12,2663,7,1743,5,918,0,2,4,787,8,934,4,1721,,0,0,28671193
129,All CA Counties,2020-09-27,2,2665,2,1745,0,918,0,2,2,789,0,934,2,1723,,0,0,28671193
130,All CA Counties,2020-09-28,61,2726,31,1776,30,948,0,2,6,740,55,989,6,1729,,0,0,28671193
131,All CA Counties,2020-09-29,55,2781,39,1815,14,962,2,4,6,699,49,1038,8,1737,,0,0,28671193
132,All CA Counties,2020-09-30,59,2840,39,1854,18,980,2,6,9,660,50,1088,11,1748,,0,0,28671193
133,All CA Counties,2020-10-01,63,2903,38,1892,22,1002,3,9,30,660,33,1121,33,1781,,0,0,28671193
134,All CA Counties,2020-10-02,31,2934,24,1916,7,1009,0,9,7,643,24,1145,7,1788,,0,0,28671193
135,All CA Counties,2020-10-03,17,2951,7,1923,9,1018,1,10,2,631,15,1160,3,1791,,0,0,28671193
136,All CA Counties,2020-10-04,2,2953,2,1925,0,1018,0,10,2,633,0,1160,2,1793,,0,0,28671193
137,All CA Counties,2020-10-05,29,2982,21,1946,8,1026,0,10,11,628,16,1176,11,1804,,0,0,28671193
138,All CA Counties,2020-10-06,37,3019,29,1975,6,1032,2,12,7,607,30,1206,9,1813,,0,0,28671193
139,All CA Counties,2020-10-07,47,3066,22,1997,22,1054,3,15,8,579,39,1245,11,1824,,0,0,28671193
140,All CA Counties,2020-10-08,43,3109,30,2027,11,1065,2,17,18,574,25,1270,20,1844,,0,0,28671193
141,All CA Counties,2020-10-09,43,3152,23,2050,20,1085,0,17,8,547,35,1305,8,1852,,0,0,28671193
142,All CA Counties,2020-10-10,22,3174,11,2061,5,1090,6,23,7,545,15,1320,13,1865,,0,0,28671193
143,All CA Counties,2020-10-11,6,3180,2,2063,3,1093,1,24,4,548,2,1322,5,1870,,0,0,28671193
144,All CA Counties,2020-10-12,45,3225,32,2095,12,1105,1,25,10,524,35,1357,11,1881,,0,0,28671193
145,All CA Counties,2020-10-13,36,3261,24,2119,12,1117,0,25,8,504,28,1385,8,1889,,0,0,28671193
146,All CA Counties,2020-10-14,39,3300,25,2144,13,1130,1,26,12,490,27,1412,13,1902,,0,0,28671193
147,All CA Counties,2020-10-15,35,3335,25,2169,9,1139,1,27,16,489,18,1430,17,1919,,0,0,28671193
148,All CA Counties,2020-10-16,35,3370,24,2193,10,1149,1,28,17,489,18,1448,18,1937,,0,0,28671193
149,All CA Counties,2020-10-17,10,3380,7,2200,3,1152,0,28,5,489,5,1453,5,1942,,0,0,28671193
150,All CA Counties,2020-10-18,7,3387,7,2207,0,1152,0,28,7,496,0,1453,7,1949,,0,0,28671193
151,All CA Counties,2020-10-19,36,3423,27,2234,7,1159,2,30,27,516,9,1462,29,1978,,0,0,28671193
152,All CA Counties,2020-10-20,23,3446,8,2242,15,1174,0,30,19,531,4,1466,19,1997,,0,0,28671193
153,All CA Counties,2020-10-21,42,3488,31,2273,9,1183,2,32,30,553,9,1475,31,2028,,0,0,28671193
154,All CA Counties,2020-10-22,22,3510,17,2290,5,1188,0,32,19,569,3,1478,19,2047,,0,0,28671193
155,All CA Counties,2020-10-23,29,3539,14,2304,15,1203,0,32,22,584,7,1485,22,2069,,0,0,28671193
156,All CA Counties,2020-10-24,15,3554,13,2317,2,1205,0,32,15,599,0,1485,15,2084,,0,0,28671193
157,All CA Counties,2020-10-25,7,3561,3,2320,4,1209,0,32,7,606,0,1485,7,2091,,0,0,28671193
158,All CA Counties,2020-10-26,25,3586,16,2336,7,1216,2,34,19,621,6,1491,21,2112,,0,0,28671193
159,All CA Counties,2020-10-27,24,3610,16,2352,6,1222,2,36,15,630,8,1499,17,2129,,0,0,28671193
160,All CA Counties,2020-10-28,16,3626,5,2357,11,1233,0,36,14,642,2,1501,14,2143,,0,0,28671193
161,All CA Counties,2020-10-29,16,3642,9,2366,6,1239,1,37,11,650,4,1505,12,2155,,0,0,28671193
162,All CA Counties,2020-10-30,20,3662,10,2376,9,1248,1,38,9,649,11,1516,10,2165,,0,0,28671193
163,All CA Counties,2020-10-31,11,3673,4,2380,2,1250,5,43,5,653,6,1522,10,2175,,0,0,28671193
164,All CA Counties,2020-11-01,47,3720,26,2406,13,1263,8,51,34,682,13,1535,42,2217,,0,0,28671193
165,All CA Counties,2020-11-02,33,3753,14,2420,13,1276,6,57,21,697,12,1547,27,2244,,0,0,28671193
166,All CA Counties,2020-11-03,17,3770,6,2426,7,1283,4,61,10,704,7,1554,14,2258,,0,0,28671193
167,All CA Counties,2020-11-04,31,3801,12,2438,8,1291,11,72,12,708,19,1573,23,2281,,0,0,28671193
168,All CA Counties,2020-11-05,74,3875,46,2484,22,1313,6,78,61,762,13,1586,67,2348,,0,0,28671193
169,All CA Counties,2020-11-06,8,3883,3,2487,2,1315,3,81,3,763,5,1591,6,2354,,0,0,28671193
170,All CA Counties,2020-11-07,4,3887,3,2490,0,1315,1,82,1,762,3,1594,2,2356,,0,0,28671193
171,All CA Counties,2020-11-08,6,3893,3,2493,2,1317,1,83,5,767,1,1595,6,2362,,0,0,28671193
172,All CA Counties,2020-11-09,19,3912,9,2502,7,1324,3,86,5,761,14,1609,8,2370,,0,0,28671193
173,All CA Counties,2020-11-10,32,3944,13,2515,9,1333,10,96,14,767,18,1627,24,2394,,0,0,28671193
174,All CA Counties,2020-11-11,51,3995,35,2550,9,1342,7,103,20,763,31,1658,27,2421,,0,0,28671193
175,All CA Counties,2020-11-12,28,4023,10,2560,7,1349,11,114,4,754,23,1681,14,2435,,0,0,28671193
176,All CA Counties,2020-11-13,45,4068,22,2582,4,1353,19,133,10,748,35,1716,29,2464,,0,0,28671193
177,All CA Counties,2020-11-14,21,4089,8,2590,2,1355,11,144,6,750,15,1731,17,2481,,0,0,28671193
178,All CA Counties,2020-11-15,23,4112,6,2596,7,1362,10,154,13,763,10,1741,23,2504,,0,0,28671193
179,All CA Counties,2020-11-16,41,4153,15,2611,10,1372,16,170,16,770,25,1766,32,2536,,0,0,28671193
180,All CA Counties,2020-11-17,39,4192,19,2630,14,1386,6,176,20,777,19,1785,26,2562,,0,0,28671193
181,All CA Counties,2020-11-18,42,4234,17,2647,13,1399,12,188,26,800,15,1800,38,2600,,0,0,28671193
182,All CA Counties,2020-11-19,33,4267,10,2657,5,1404,18,206,11,808,20,1820,28,2628,,0,0,28671193
183,All CA Counties,2020-11-20,55,4322,14,2671,16,1420,25,231,22,822,33,1853,47,2675,,0,0,28671193
184,All CA Counties,2020-11-21,10,4332,5,2676,1,1421,4,235,5,826,5,1858,9,2684,,0,0,28671193
185,All CA Counties,2020-11-22,28,4360,15,2691,2,1423,11,246,15,839,12,1870,25,2709,,0,0,28671193
186,All CA Counties,2020-11-23,37,4397,14,2705,7,1430,16,262,16,851,20,1890,32,2741,,0,0,28671193
187,All CA Counties,2020-11-24,38,4435,13,2718,9,1439,16,278,19,867,19,1909,35,2776,,0,0,28671193
188,All CA Counties,2020-11-25,19,4454,6,2724,5,1444,8,286,8,872,11,1920,16,2792,,0,0,28671193
189,All CA Counties,2020-11-26,9,4463,5,2729,3,1447,1,287,8,880,1,1921,9,2801,,0,0,28671193
190,All CA Counties,2020-11-27,18,4481,6,2735,4,1451,8,295,9,888,8,1929,16,2817,,0,0,28671193
191,All CA Counties,2020-11-28,19,4500,10,2745,7,1458,2,297,14,899,5,1934,16,2833,,0,0,28671193
192,All CA Counties,2020-11-29,7,4507,1,2746,6,1464,0,297,6,904,1,1935,6,2839,,0,0,28671193
193,All CA Counties,2020-11-30,41,4548,18,2764,14,1478,9,306,29,930,11,1946,37,2876,,0,0,28671193
194,All CA Counties,2020-12-01,474,5022,312,3076,123,1601,39,345,419,1333,55,2001,458,3334,,0,0,28671193
195,All CA Counties,2020-12-02,127,5149,91,3167,17,1618,19,364,102,1429,24,2025,120,3454,,0,0,28671193
196,All CA Counties,2020-12-03,136,5285,52,3219,62,1680,22,386,112,1539,24,2049,134,3588,,0,0,28671193
197,All CA Counties,2020-12-04,72,5357,22,3241,21,1701,29,415,40,1576,32,2081,69,3657,,0,0,28671193
198,All CA Counties,2020-12-05,49,5406,19,3260,10,1711,20,435,28,1603,20,2101,47,3704,,0,0,28671193
199,All CA Counties,2020-12-06,41,5447,26,3286,12,1723,3,438,38,1641,3,2104,41,3745,,0,0,28671193
200,All CA Counties,2020-12-07,112,5559,64,3350,27,1750,21,459,88,1725,24,2128,108,3853,,0,0,28671193
201,All CA Counties,2020-12-08,121,5680,67,3417,20,1770,34,493,84,1807,36,2164,118,3971,,0,0,28671193
202,All CA Counties,2020-12-09,59,5739,36,3453,8,1778,15,508,41,1845,18,2182,56,4027,,0,0,28671193
203,All CA Counties,2020-12-10,83,5822,31,3484,16,1794,36,544,45,1888,38,2220,81,4108,,0,0,28671193
204,All CA Counties,2020-12-11,104,5926,42,3526,18,1812,44,588,58,1944,46,2266,102,4210,,0,0,28671193
205,All CA Counties,2020-12-12,83,6009,55,3581,18,1830,10,598,73,2017,10,2276,83,4293,,0,0,28671193
206,All CA Counties,2020-12-13,73,6082,43,3624,24,1854,6,604,67,2084,6,2282,73,4366,,0,0,28671193
207,All CA Counties,2020-12-14,121,6203,63,3687,30,1884,24,628,90,2171,27,2309,114,4480,,0,0,28671193
208,All CA Counties,2020-12-15,1428,7631,1333,5020,55,1939,35,663,1375,3538,43,2352,1410,5890,,0,0,28671193
209,All CA Counties,2020-12-16,9593,17224,9527,14547,30,1969,29,692,9504,13032,38,2390,9532,15422,,0,0,28671193
210,All CA Counties,2020-12-17,29107,46331,29016,43563,35,2004,42,734,28950,41973,51,2441,28992,44414,,0,0,28671193
211,All CA Counties,2020-12-18,48621,94952,48528,92091,79,2083,3,737,48454,90390,40,2481,48457,92871,,0,0,28671193
212,All CA Counties,2020-12-19,26780,121732,26742,118833,33,2116,0,737,26724,117084,30,2511,26724,119595,,0,0,28671193
213,All CA Counties,2020-12-20,20033,141765,19905,138738,112,2228,5,742,19986,137052,23,2534,19991,139586,,0,0,28671193
214,All CA Counties,2020-12-21,52571,194336,52406,191144,148,2376,0,742,52310,189266,96,2630,52310,191896,,0,0,28671193
215,All CA Counties,2020-12-22,53029,247365,50489,241633,2526,4902,3,745,52765,241975,59,2689,52768,244664,,0,0,28671193
216,All CA Counties,2020-12-23,53653,301018,43879,285512,9749,14651,6,751,53371,295299,53,2742,53377,298041,,0,0,28671193
217,All CA Counties,2020-12-24,25177,326195,16935,302447,8233,22884,3,754,25108,320392,17,2759,25110,323151,,0,0,28671193
218,All CA Counties,2020-12-25,2458,328653,2104,304551,352,23236,1,755,2452,322843,2,2761,2453,325604,,0,0,28671193
219,All CA Counties,2020-12-26,15386,344039,9806,314357,5577,28813,1,756,15362,338193,13,2774,15363,340967,,0,0,28671193
220,All CA Counties,2020-12-27,9871,353910,5796,320153,4071,32884,1,757,9840,348024,10,2784,9841,350808,,0,0,28671193
221,All CA Counties,2020-12-28,48765,402675,31006,351159,17732,50616,7,764,48514,396473,72,2856,48521,399329,,0,0,28671193
222,All CA Counties,2020-12-29,55150,457825,30888,382047,24236,74852,1,765,54920,451347,47,2903,54921,454250,,0,0,28671193
223,All CA Counties,2020-12-30,66874,524699,37672,419719,29177,104029,2,767,66591,517867,73,2976,66593,520843,,0,0,28671193
224,All CA Counties,2020-12-31,31369,556068,11600,431319,19750,123779,3,770,31216,549027,58,3034,31218,552061,,0,0,28671193
225,All CA Counties,2021-01-01,7121,563189,3301,434620,3508,127287,203,973,6701,555664,267,3301,6904,558965,,0,0,28671193
226,All CA Counties,2021-01-02,19406,582595,10802,445422,8578,135865,10,983,19221,574763,132,3433,19231,578196,,0,0,28671193
227,All CA Counties,2021-01-03,6875,589470,3890,449312,2950,138815,14,997,6751,581471,57,3490,6765,584961,,0,0,28671193
228,All CA Counties,2021-01-04,48950,638420,26001,475313,22885,161700,18,1015,45769,624327,2931,6421,45787,630748,,0,0,28671193
229,All CA Counties,2021-01-05,59959,698379,31841,507154,28056,189756,13,1028,53490,671736,6094,12515,53503,684251,,0,0,28671193
230,All CA Counties,2021-01-06,77675,776054,43061,550215,34557,224313,10,1038,59958,714517,17187,29702,59968,744219,,0,0,28671193
231,All CA Counties,2021-01-07,98419,874473,56617,606832,41736,266049,11,1049,63744,744202,34069,63771,63754,807973,,0,0,28671193
232,All CA Counties,2021-01-08,113727,988200,68584,675416,45073,311122,13,1062,67961,766881,45295,109066,67974,875947,,0,0,28671193
233,All CA Counties,2021-01-09,46669,1034869,26873,702289,19767,330889,12,1074,28920,778176,17637,126703,28932,904879,,0,0,28671193
234,All CA Counties,2021-01-10,25367,1060236,15548,717837,9771,340660,14,1088,13556,780013,11732,138435,13569,918448,,0,0,28671193
235,All CA Counties,2021-01-11,109651,1169887,73052,790889,36539,377199,12,1100,62920,796725,46219,184654,62931,981379,,0,0,28671193
236,All CA Counties,2021-01-12,119563,1289450,71063,861952,48449,425648,12,1112,75246,828292,43691,228345,75258,1056637,,0,0,28671193
237,All CA Counties,2021-01-13,124691,1414141,65149,927101,59492,485140,9,1121,88377,880826,35850,264195,88384,1145021,,0,0,28671193
238,All CA Counties,2021-01-14,129529,1543670,52324,979425,77137,562277,9,1130,108480,968849,20465,284660,108488,1253509,,0,0,28671193
239,All CA Counties,2021-01-15,147681,1691351,54136,1033561,93479,655756,14,1144,131228,1084184,15907,300567,131242,1384751,,0,0,28671193
240,All CA Counties,2021-01-16,83928,1775279,28201,1061762,55695,711451,8,1152,75739,1151934,7997,308564,75747,1460498,,0,0,28671193
241,All CA Counties,2021-01-17,49048,1824327,17233,1078995,31799,743250,3,1155,44998,1193007,3927,312491,45000,1505498,,0,0,28671193
242,All CA Counties,2021-01-18,90368,1914695,47350,1126345,42967,786217,11,1166,69850,1242753,20114,332605,69860,1575358,,0,0,28671193
243,All CA Counties,2021-01-19,148325,2063020,77033,1203378,71214,857431,12,1178,113975,1323045,33692,366297,113984,1689342,,0,0,28671193
244,All CA Counties,2021-01-20,168691,2231711,86801,1290179,81807,939238,13,1191,132001,1419133,35923,402220,132011,1821353,,0,0,28671193
245,All CA Counties,2021-01-21,182754,2414465,81844,1372023,100826,1040064,15,1206,160875,1559208,20815,423035,160890,1982243,,0,0,28671193
246,All CA Counties,2021-01-22,176042,2590507,71348,1443371,104634,1144698,7,1213,159859,1703648,15425,438460,159865,2142108,,0,0,28671193
247,All CA Counties,2021-01-23,115363,2705870,50495,1493866,64814,1209512,8,1221,102141,1792898,12897,451357,102147,2244255,,0,0,28671193
248,All CA Counties,2021-01-24,62363,2768233,29929,1523795,32404,1241916,3,1224,57295,1845342,4854,456211,57298,2301553,,0,0,28671193
249,All CA Counties,2021-01-25,151728,2919961,68099,1591894,83543,1325459,11,1235,113675,1921719,37309,493520,113686,2415239,,0,0,28671193
250,All CA Counties,2021-01-26,176902,3096863,87038,1678932,89792,1415251,12,1247,135816,2017191,40354,533874,135826,2551065,,0,0,28671193
251,All CA Counties,2021-01-27,191167,3288030,92371,1771303,98710,1513961,11,1258,148342,2123650,41891,575765,148350,2699415,,0,0,28671193
252,All CA Counties,2021-01-28,197069,3485099,91141,1862444,105839,1619800,11,1269,159469,2246541,36588,612353,159479,2858894,,0,0,28671193
253,All CA Counties,2021-01-29,192182,3677281,92317,1954761,99746,1719546,15,1284,154471,2364545,36479,648832,154483,3013377,,0,0,28671193
254,All CA Counties,2021-01-30,129462,3806743,57973,2012734,71437,1790983,8,1292,112944,2461405,16092,664924,112952,3126329,,0,0,28671193
255,All CA Counties,2021-01-31,72790,3879533,40966,2053700,31777,1822760,12,1304,67376,2523655,5137,670061,67387,3193716,,0,0,28671193
256,All CA Counties,2021-02-01,169588,4049121,78976,2132676,90266,1913026,130,1434,125189,2605443,43527,713588,125315,3319031,,0,0,28671193
257,All CA Counties,2021-02-02,193622,4242743,81361,2214037,112123,2025149,23,1457,145438,2703471,47430,761018,145458,3464489,,0,0,28671193
258,All CA Counties,2021-02-03,219406,4462149,98607,2312644,120648,2145797,14,1471,160972,2807099,57355,818373,160983,3625472,,0,0,28671193
259,All CA Counties,2021-02-04,236116,4698265,102651,2415295,133328,2279125,15,1486,171104,2914357,63860,882233,171118,3796590,,0,0,28671193
260,All CA Counties,2021-02-05,256559,4954824,108996,2524291,147414,2426539,17,1503,172001,3003240,83133,965366,172016,3968606,,0,0,28671193
261,All CA Counties,2021-02-06,161603,5116427,77239,2601530,84293,2510832,27,1530,124717,3091652,36329,1001695,124741,4093347,,0,0,28671193
262,All CA Counties,2021-02-07,69659,5186086,45416,2646946,24207,2535039,12,1542,52282,3126786,17160,1018855,52294,4145641,,0,0,28671193
263,All CA Counties,2021-02-08,188796,5374882,93027,2739973,95639,2630678,24,1566,123183,3185233,64756,1083611,123203,4268844,,0,0,28671193
264,All CA Counties,2021-02-09,218717,5593599,105444,2845417,113118,2743796,32,1598,128670,3224705,89224,1172835,128696,4397540,,0,0,28671193
265,All CA Counties,2021-02-10,257890,5851489,123161,2968578,134509,2878305,22,1620,139267,3247054,116939,1289774,139288,4536828,,0,0,28671193
266,All CA Counties,2021-02-11,274380,6125869,135088,3103666,139137,3017442,34,1654,146615,3267507,126193,1415967,146646,4683474,,0,0,28671193
267,All CA Counties,2021-02-12,281119,6406988,122364,3226030,158602,3176044,31,1685,149251,3286386,130397,1546364,149276,4832750,,0,0,28671193
268,All CA Counties,2021-02-13,171912,6578900,78899,3304929,92932,3268976,11,1696,93702,3302520,77577,1623941,93711,4926461,,0,0,28671193
269,All CA Counties,2021-02-14,98088,6676988,48806,3353735,49247,3318223,12,1708,52131,3309014,45647,1669588,52141,4978602,,0,0,28671193
270,All CA Counties,2021-02-15,146936,6823924,64443,3418178,82379,3400602,38,1746,79719,3322180,66588,1736176,79754,5058356,,0,0,28671193
271,All CA Counties,2021-02-16,258411,7082335,122443,3540621,135840,3536442,23,1769,134730,3334114,122815,1858991,134749,5193105,,0,0,28671193
272,All CA Counties,2021-02-17,269736,7352071,134613,3675234,134974,3671416,39,1808,130270,3326031,138383,1997374,130300,5323405,,0,0,28671193
273,All CA Counties,2021-02-18,284363,7636434,148281,3823515,135925,3807341,22,1830,133540,3310001,149589,2146963,133559,5456964,,0,0,28671193
274,All CA Counties,2021-02-19,264800,7901234,153644,3977159,111031,3918372,19,1849,133326,3312797,130548,2277511,133344,5590308,,0,0,28671193
275,All CA Counties,2021-02-20,162592,8063826,103685,4080844,58255,3976627,19,1868,86292,3323893,75214,2352725,86310,5676618,,0,0,28671193
276,All CA Counties,2021-02-21,91071,8154897,73486,4154330,17504,3994131,17,1885,44619,3322643,45884,2398609,44634,5721252,,0,0,28671193
277,All CA Counties,2021-02-22,178058,8332955,118991,4273321,58925,4053056,23,1908,86596,3318526,90735,2489344,86618,5807870,,0,0,28671193
278,All CA Counties,2021-02-23,244370,8577325,128538,4401859,115696,4168752,23,1931,109854,3294797,133597,2622941,109868,5917738,,0,0,28671193
279,All CA Counties,2021-02-24,304283,8881608,153953,4555812,150180,4318932,20,1951,140274,3272223,162866,2785807,140292,6058030,,0,0,28671193
280,All CA Counties,2021-02-25,344917,9226525,170330,4726142,174398,4493330,23,1974,176817,3282367,166687,2952494,176831,6234861,,0,0,28671193
281,All CA Counties,2021-02-26,379593,9606118,177039,4903181,202352,4695682,28,2002,206737,3317917,171211,3123705,206761,6441622,,0,0,28671193
282,All CA Counties,2021-02-27,271788,9877906,131925,5035106,139749,4835431,55,2057,149827,3347081,120715,3244420,149879,6591501,,0,0,28671193
283,All CA Counties,2021-02-28,145727,10023633,87346,5122452,58301,4893732,25,2082,82257,3366566,62794,3307214,82279,6673780,,0,0,28671193
284,All CA Counties,2021-03-01,265468,10289101,140939,5263391,123554,5017286,490,2572,150359,3404091,113314,3420528,150839,6824619,,0,0,28671193
285,All CA Counties,2021-03-02,318119,10607220,159440,5422831,158186,5175472,97,2669,185693,3458795,131067,3551595,185771,7010390,,0,0,28671193
286,All CA Counties,2021-03-03,358475,10965695,177936,5600767,179856,5355328,157,2826,202842,3507852,153930,3705525,202987,7213377,,0,0,28671193
287,All CA Counties,2021-03-04,378681,11344376,191338,5792105,186586,5541914,169,2995,216892,3564985,159891,3865416,217024,7430401,,0,0,28671193
288,All CA Counties,2021-03-05,366765,11711141,178274,5970379,186332,5728246,1477,4472,221839,3645410,142880,4008296,223305,7653706,,0,0,28671193
289,All CA Counties,2021-03-06,272901,11984042,138956,6109335,125199,5853445,8250,12722,165939,3713828,105684,4113980,174102,7827808,,0,0,28671193
290,All CA Counties,2021-03-07,141158,12125200,83081,6192416,50628,5904073,7334,20056,85835,3752107,54859,4168839,93138,7920946,,0,0,28671193
291,All CA Counties,2021-03-08,235558,12360758,114079,6306495,109155,6013228,11700,31756,151183,3831818,83127,4251966,162838,8083784,,0,0,28671193
